id,original_title,overview,genres,keywords,cast,production_companies,release_date,vote_average,vote_count,runtime,original_language,popularity,director,combined_features
11632,Vanity Fair,beautiful funny passionate calculate becky orphan daughter starve english artist french chorus girl yearn glamorous life birthright promise resolve conquer english society mean possible mere ascension height society simply becky find patron powerful marquess steyne whim enable becky realise dream ultimate cost high,Drama Romance,londonengland britishempire lover advancement aristocrat womandirector,ReeseWitherspoon JamesPurefoy JonathanRhysMeyers,AllianceFilms FocusFeatures,2004-09-01,5.5,73,141.0,en,6.618149,MiraNair,beautiful funny passionate calculate becky orphan daughter starve english artist french chorus girl yearn glamorous life birthright promise resolve conquer english society mean possible mere ascension height society simply becky find patron powerful marquess steyne whim enable becky realise dream ultimate cost high Drama Romance londonengland britishempire lover advancement aristocrat womandirector ReeseWitherspoon JamesPurefoy JonathanRhysMeyers MiraNair AllianceFilms FocusFeatures
30596,十月圍城,revolutionist sun yat sen visit hong kong discuss plan tongmenghui member overthrow qing dynasty find assassin send kill assemble group protector prevent attack,Drama Action History,assassination martialarts sword bloodsplatter impalement beatentodeath hongkong headbashedin extremeviolence violentdeath hook bloodyfight throatslitting violence,DonnieYen WangXue-qi TonyLeungKa-Fai,ChinaFilmGroupCorporation,2009-12-18,6.5,57,139.0,cn,7.876883,TeddyChan,revolutionist sun yat sen visit hong kong discuss plan tongmenghui member overthrow qing dynasty find assassin send kill assemble group protector prevent attack Drama Action History assassination martialarts sword bloodsplatter impalement beatentodeath hongkong headbashedin extremeviolence violentdeath hook bloodyfight throatslitting violence DonnieYen WangXue-qi TonyLeungKa-Fai TeddyChan ChinaFilmGroupCorporation
3021,1408,man specialize debunk paranormal occurrence check fabled room dolphin hotel soon settle confront genuine terror,Horror Thriller,suicide newyork hotel fire hotelroom wifehusbandrelationship suicideattempt window door hauntedhouse research ghostworld painting telephone lossofdaughter blood,JohnCusack SamuelL.Jackson MaryMcCormack,TheWeinsteinCompany DiBonaventuraPictures DimensionFilms,2007-07-12,6.5,1343,104.0,en,35.169779,MikaelHåfström,man specialize debunk paranormal occurrence check fabled room dolphin hotel soon settle confront genuine terror Horror Thriller suicide newyork hotel fire hotelroom wifehusbandrelationship suicideattempt window door hauntedhouse research ghostworld painting telephone lossofdaughter blood JohnCusack SamuelL.Jackson MaryMcCormack MikaelHåfström TheWeinsteinCompany DiBonaventuraPictures DimensionFilms
957,Spaceballs,nefarious dark helmet hatch plan snatch princess vespa steal planet s air space bum hire lone starr clueless sidekick fly rescue way meet yogurt put lone starr wise power schwartz master time save day,Comedy ScienceFiction,android lasergun swordplay temple spacemarine spacebattle spacetravel spacemission galaxy comb altar magnetbeam jam speedoflight plasticsurgery password shield nose spoof,MelBrooks RickMoranis BillPullman,BrooksfilmsLtd. Metro-Goldwyn-Mayer(MGM),1987-06-24,6.7,902,96.0,en,39.890798,MelBrooks,nefarious dark helmet hatch plan snatch princess vespa steal planet s air space bum hire lone starr clueless sidekick fly rescue way meet yogurt put lone starr wise power schwartz master time save day Comedy ScienceFiction android lasergun swordplay temple spacemarine spacebattle spacetravel spacemission galaxy comb altar magnetbeam jam speedoflight plasticsurgery password shield nose spoof MelBrooks RickMoranis BillPullman MelBrooks BrooksfilmsLtd. Metro-Goldwyn-Mayer(MGM)
256917,The Water Diviner,australian farmer joshua connor travel turkey discover fate son report miss action hold hope joshua travel war tear landscape find truth peace,War Drama,istanbul australia postworldwari farmer missinginaction missingson gallipolicampaign inspiredbytrueevents,RussellCrowe OlgaKurylenko YılmazErdoğan,HopscotchFeatures FearofGodFilms,2014-12-25,6.8,431,112.0,en,22.096286,RussellCrowe,australian farmer joshua connor travel turkey discover fate son report miss action hold hope joshua travel war tear landscape find truth peace War Drama istanbul australia postworldwari farmer missinginaction missingson gallipolicampaign inspiredbytrueevents RussellCrowe OlgaKurylenko YılmazErdoğan RussellCrowe HopscotchFeatures FearofGodFilms
251,Ghost,sam wheat banker molly jensen artist madly love sam murder friend corrupt business partner carl bruner shady business deal leave roam earth powerless spirit learn carl s betrayal sam seek help psychic oda mae brown set thing right protect molly carl goon,Fantasy Drama Thriller Mystery Romance,corruption fortuneteller moneytransfer moneylaundering pottery afterlife spiritism,PatrickSwayze DemiMoore WhoopiGoldberg,ParamountPictures,1990-07-12,6.9,1339,127.0,en,41.967005,JerryZucker,sam wheat banker molly jensen artist madly love sam murder friend corrupt business partner carl bruner shady business deal leave roam earth powerless spirit learn carl s betrayal sam seek help psychic oda mae brown set thing right protect molly carl goon Fantasy Drama Thriller Mystery Romance corruption fortuneteller moneytransfer moneylaundering pottery afterlife spiritism PatrickSwayze DemiMoore WhoopiGoldberg JerryZucker ParamountPictures
544,There's Something About Mary,having fully recover prom date total disaster man finally get chance reunite old prom date run suitor include sleazy detective hire find,Romance Comedy,surgeon stalker romanticcomedy dreamgirl taboo screwballcomedy frisbee troubadour grossoutcomedy intellectualdisability,CameronDiaz BenStiller MattDillon,TwentiethCenturyFoxFilmCorporation,1998-07-15,6.5,1590,119.0,en,57.110486,BobbyFarrelly,having fully recover prom date total disaster man finally get chance reunite old prom date run suitor include sleazy detective hire find Romance Comedy surgeon stalker romanticcomedy dreamgirl taboo screwballcomedy frisbee troubadour grossoutcomedy intellectualdisability CameronDiaz BenStiller MattDillon BobbyFarrelly TwentiethCenturyFoxFilmCorporation
11395,The Santa Clause,scott calvin ordinary man accidentally cause santa claus fall roof christmas eve knock unconscious young son finish santa s trip delivery north pole scott learn new santa convince love father christmas,Fantasy Drama Comedy Family,holiday christmasparty santaclaus deal christmastree christmas,TimAllen JudgeReinhold WendyCrewson,WaltDisneyPictures HollywoodPictures,1994-11-10,6.3,489,97.0,en,16.234053,JohnPasquin,scott calvin ordinary man accidentally cause santa claus fall roof christmas eve knock unconscious young son finish santa s trip delivery north pole scott learn new santa convince love father christmas Fantasy Drama Comedy Family holiday christmasparty santaclaus deal christmastree christmas TimAllen JudgeReinhold WendyCrewson JohnPasquin WaltDisneyPictures HollywoodPictures
14635,The Rookie,jim morris minor league shoulder injury end pitching career year ago married child high school chemistry teacher baseball coach texas jim s team make deal win district championship jim try major league organization bet prove incentive team worst make state time history school jim force live end deal nearly laugh try field get mound confound scout clock successive mph fastball good minor league contract tampa bay devil ray jim s get lot pitch throw make big league dream revive s telling,Drama Family,fathersonrelationship baseball sportsteam sport life'sdream growingup,DennisQuaid RachelGriffiths BethGrant,WaltDisneyPictures GranViaProductions 98MPHProductions,2002-03-25,6.5,110,127.0,en,11.263361,JohnLeeHancock,jim morris minor league shoulder injury end pitching career year ago married child high school chemistry teacher baseball coach texas jim s team make deal win district championship jim try major league organization bet prove incentive team worst make state time history school jim force live end deal nearly laugh try field get mound confound scout clock successive mph fastball good minor league contract tampa bay devil ray jim s get lot pitch throw make big league dream revive s telling Drama Family fathersonrelationship baseball sportsteam sport life'sdream growingup DennisQuaid RachelGriffiths BethGrant JohnLeeHancock WaltDisneyPictures GranViaProductions 98MPHProductions
13680,The Game Plan,bachelor football star joe kingman wealthy carefree team way capture championship suddenly tackle unexpected news young daughter result fling ex wife joe learn balance personal professional life need child,Comedy Family,americanfootball bachelor sportsteam sport aerobics tweengirl publicist,DwayneJohnson MadisonPettis KyraSedgwick,WaltDisneyPictures MayhemPictures MonkeyDanceProductions,2007-09-28,6.0,428,110.0,en,20.699212,AndyFickman,bachelor football star joe kingman wealthy carefree team way capture championship suddenly tackle unexpected news young daughter result fling ex wife joe learn balance personal professional life need child Comedy Family americanfootball bachelor sportsteam sport aerobics tweengirl publicist DwayneJohnson MadisonPettis KyraSedgwick AndyFickman WaltDisneyPictures MayhemPictures MonkeyDanceProductions
688,The Bridges of Madison County,photographer robert kincaid wander life housewife francesca johnson day s,Drama Romance,farewell adultery loveatfirstsight photographer wifehusbandrelationship iowa loveofone'slife motherrole bridge housewife loveletter peasant marriagecrisis photography unsociability secretlove naturedocumentary,MerylStreep ClintEastwood AnnieCorley,AmblinEntertainment MalpasoProductions WarnerBros.,1995-05-28,7.3,385,135.0,en,17.606087,ClintEastwood,photographer robert kincaid wander life housewife francesca johnson day s Drama Romance farewell adultery loveatfirstsight photographer wifehusbandrelationship iowa loveofone'slife motherrole bridge housewife loveletter peasant marriagecrisis photography unsociability secretlove naturedocumentary MerylStreep ClintEastwood AnnieCorley ClintEastwood AmblinEntertainment MalpasoProductions WarnerBros.
11090,The Animal,loser marvin mange involve horrible car accident s bring life derange scientist half man half animal newfound power awesome adverse effect life marvin fight control crazy primal urge new squeeze rianna rival sgt sisk think s cool cat,Action Comedy,dream employee carcrash scientist policeofficer organdonation aftercreditsstinger virility,RobSchneider ColleenHaskell JohnC.McGinley,RevolutionStudios HappyMadisonProductions,2001-06-01,4.6,304,84.0,en,13.786075,LukeGreenfield,loser marvin mange involve horrible car accident s bring life derange scientist half man half animal newfound power awesome adverse effect life marvin fight control crazy primal urge new squeeze rianna rival sgt sisk think s cool cat Action Comedy dream employee carcrash scientist policeofficer organdonation aftercreditsstinger virility RobSchneider ColleenHaskell JohnC.McGinley LukeGreenfield RevolutionStudios HappyMadisonProductions
783,Gandhi,early year th century mohandas k gandhi british train lawyer forsake worldly possession cause indian independence face armed resistance british government gandhi adopt policy passive resistance endeavour win freedom people resort bloodshed,Drama History,muslim indianlead demonstration worldwarii imprisonment releasefromprison southafrica bravery hungerstrike colony morningprayer hindu independence britisharmy politicalnegotiations conference nonviolentresistance apartheid britishempire protest independencemovement bombayindia strike freedom prayer worldreligion hinduism mahatmagandhi calcutta,BenKingsley CandiceBergen EdwardFox,ColumbiaPictures GoldcrestFilmsInternational Indo-British InternationalFilmInvestors NationalFilmDevelopmentCorporationofIndia CarolinaBank,1982-11-30,7.4,716,191.0,en,35.227212,RichardAttenborough,early year th century mohandas k gandhi british train lawyer forsake worldly possession cause indian independence face armed resistance british government gandhi adopt policy passive resistance endeavour win freedom people resort bloodshed Drama History muslim indianlead demonstration worldwarii imprisonment releasefromprison southafrica bravery hungerstrike colony morningprayer hindu independence britisharmy politicalnegotiations conference nonviolentresistance apartheid britishempire protest independencemovement bombayindia strike freedom prayer worldreligion hinduism mahatmagandhi calcutta BenKingsley CandiceBergen EdwardFox RichardAttenborough ColumbiaPictures GoldcrestFilmsInternational Indo-British InternationalFilmInvestors NationalFilmDevelopmentCorporationofIndia CarolinaBank
228194,The Hundred-Foot Journey,story center indian family move france open restaurant street michelin star french restaurant,Drama,france basedonnovel indianlead restaurant family,HelenMirren ManishDayal OmPuri,AmblinEntertainment HarpoFilms ParticipantMedia ImagenationAbuDhabiFZ RelianceEntertainment TouchstonePictures DreamWorksStudios,2014-08-06,7.3,508,122.0,en,27.898438,LasseHallström,story center indian family move france open restaurant street michelin star french restaurant Drama france basedonnovel indianlead restaurant family HelenMirren ManishDayal OmPuri LasseHallström AmblinEntertainment HarpoFilms ParticipantMedia ImagenationAbuDhabiFZ RelianceEntertainment TouchstonePictures DreamWorksStudios
1642,The Net,angela bennett freelance software engineer live world computer technology cyber friend ask bennett debug new game inadvertently involve conspiracy soon turn life upside vacation mexico purse steal soon find people event target assassination vacation ruin get new passport u s embassy mexico wrong ruth marx return u s sort thing discover ruth marx unsavory past lengthy police record matter bad person assume real identity,Crime Drama Mystery Thriller Action,cheating newidentity computervirus chase computer stalking,SandraBullock JeremyNortham DennisMiller,ColumbiaPictures,1995-07-28,5.6,354,114.0,en,23.218144,IrwinWinkler,angela bennett freelance software engineer live world computer technology cyber friend ask bennett debug new game inadvertently involve conspiracy soon turn life upside vacation mexico purse steal soon find people event target assassination vacation ruin get new passport u s embassy mexico wrong ruth marx return u s sort thing discover ruth marx unsavory past lengthy police record matter bad person assume real identity Crime Drama Mystery Thriller Action cheating newidentity computervirus chase computer stalking SandraBullock JeremyNortham DennisMiller IrwinWinkler ColumbiaPictures
10950,I Am Sam,sam mental capacity year old daughter homeless woman abandon leave hospital leave sam raise lucy lucy grow sam s limitation start problem authority away sam sham high price lawyer rita take case pro bono turn teach value love family,Drama,fosterparents probono newbaby socialservices learning coffeeshopmanager pizzahut children'sbook lockeddoor mentallyhandicappedman childcustody womandirector,SeanPenn MichellePfeiffer DianneWiest,NewLineCinema,2001-12-28,7.2,530,132.0,en,26.071644,JessieNelson,sam mental capacity year old daughter homeless woman abandon leave hospital leave sam raise lucy lucy grow sam s limitation start problem authority away sam sham high price lawyer rita take case pro bono turn teach value love family Drama fosterparents probono newbaby socialservices learning coffeeshopmanager pizzahut children'sbook lockeddoor mentallyhandicappedman childcustody womandirector SeanPenn MichellePfeiffer DianneWiest JessieNelson NewLineCinema
235260,Son of God,life story jesus tell humble birth teaching crucifixion ultimate resurrection,Drama,biography resurrection,RomaDowney DiogoMorgado LouiseDelamere,HearstEntertainmentProductions LightWorkersMedia,2014-02-28,5.9,83,138.0,en,9.175762,ChristopherSpencer,life story jesus tell humble birth teaching crucifixion ultimate resurrection Drama biography resurrection RomaDowney DiogoMorgado LouiseDelamere ChristopherSpencer HearstEntertainmentProductions LightWorkersMedia
277,Underworld,vampire werewolf wag nocturnal war century bet female vampire warrior name selene s famous strength werewolf hunting prowess smite peace love male werewolf michael want end war,Fantasy Action Thriller,budapest subway loveofone'slife vampire bite descendant hostility shootout werewolf blunt fangvamp,KateBeckinsale ScottSpeedman MichaelSheen,LakeshoreEntertainment Laurinfilm SubterraneanProductionsLLC SubterraneanProductionsUKLtd. UnderworldProduktionsGmbH,2003-09-19,6.6,2512,121.0,en,81.829237,LenWiseman,vampire werewolf wag nocturnal war century bet female vampire warrior name selene s famous strength werewolf hunting prowess smite peace love male werewolf michael want end war Fantasy Action Thriller budapest subway loveofone'slife vampire bite descendant hostility shootout werewolf blunt fangvamp KateBeckinsale ScottSpeedman MichaelSheen LenWiseman LakeshoreEntertainment Laurinfilm SubterraneanProductionsLLC SubterraneanProductionsUKLtd. UnderworldProduktionsGmbH
8999,Derailed,married business executive have affair blackmail violent criminal force turn table save family,Drama Thriller,prison chicago rape basedonnovel hotelroom wifehusbandrelationship anonymousletter blackmail family'sdailylife letter businessman relationshipproblems manbetweentwowomen revenge deception beating violence wallet extramaritalaffair embezzlement advertisingexecutive flashback abortion commutertrain,CliveOwen JenniferAniston VincentCassel,MiramaxFilms DiBonaventuraPictures PatalexVProductionsLimited,2005-11-11,6.1,319,108.0,en,17.7091,MikaelHåfström,married business executive have affair blackmail violent criminal force turn table save family Drama Thriller prison chicago rape basedonnovel hotelroom wifehusbandrelationship anonymousletter blackmail family'sdailylife letter businessman relationshipproblems manbetweentwowomen revenge deception beating violence wallet extramaritalaffair embezzlement advertisingexecutive flashback abortion commutertrain CliveOwen JenniferAniston VincentCassel MikaelHåfström MiramaxFilms DiBonaventuraPictures PatalexVProductionsLimited
11323,The Informant!,rise star agri industry giant archer daniels midland adm mark whitacre suddenly turn whistleblow expose company s multi national price fix conspiracy fbi whitacre envision hail hero common man hand promotion,Drama Comedy Crime,agriculture company witnesstomurder,MattDamon ScottBakula JoelMcHale,SectionEight GroundswellProductions WarnerBros. ParticipantMedia Jaffe/BraunsteinEnterprise,2009-09-18,6.0,301,108.0,en,17.772518,StevenSoderbergh,rise star agri industry giant archer daniels midland adm mark whitacre suddenly turn whistleblow expose company s multi national price fix conspiracy fbi whitacre envision hail hero common man hand promotion Drama Comedy Crime agriculture company witnesstomurder MattDamon ScottBakula JoelMcHale StevenSoderbergh SectionEight GroundswellProductions WarnerBros. ParticipantMedia Jaffe/BraunsteinEnterprise
10445,Shadowlands,c s lewis world renowned writer professor lead passionless life meet spirited poet joy gresham,Drama Romance,bachelor strokeoffate brother oxford author fallinginlove,AnthonyHopkins DebraWinger JohnWood,ShadowlandsProductions SavoyPictures,1993-12-25,6.8,61,131.0,en,5.609755,RichardAttenborough,c s lewis world renowned writer professor lead passionless life meet spirited poet joy gresham Drama Romance bachelor strokeoffate brother oxford author fallinginlove AnthonyHopkins DebraWinger JohnWood RichardAttenborough ShadowlandsProductions SavoyPictures
11453,Deuce Bigalow: European Gigolo,deuce bigalow go amsterdam little accident include irritate kid bunch aggressive dolphin meet old friend t j hick mysterious killer start kill amsterdam s fine gigolo t j mistaken extremely gay murderer deuce enter gigolo industry find real murderer clear t j s,Comedy,painter amsterdam dolphin europe pimp fetish gigolo wig snorkel whistle,RobSchneider EddieGriffin JeroenKrabbé,ColumbiaPicturesCorporation OutoftheBlue...Entertainment HappyMadisonProductions,2005-08-06,4.7,225,83.0,en,10.259461,MikeBigelow,deuce bigalow go amsterdam little accident include irritate kid bunch aggressive dolphin meet old friend t j hick mysterious killer start kill amsterdam s fine gigolo t j mistaken extremely gay murderer deuce enter gigolo industry find real murderer clear t j s Comedy painter amsterdam dolphin europe pimp fetish gigolo wig snorkel whistle RobSchneider EddieGriffin JeroenKrabbé MikeBigelow ColumbiaPicturesCorporation OutoftheBlue...Entertainment HappyMadisonProductions
146239,Delivery Man,affable underachiever find s father child anonymous donation fertility clinic year ago decide come forward file lawsuit reveal identity,Comedy,remake spermdonor,VinceVaughn CobieSmulders ChrisPratt,DreamWorksSKG TouchstonePictures,2013-10-10,6.2,551,105.0,en,30.114383,KenScott,affable underachiever find s father child anonymous donation fertility clinic year ago decide come forward file lawsuit reveal identity Comedy remake spermdonor VinceVaughn CobieSmulders ChrisPratt KenScott DreamWorksSKG TouchstonePictures
205588,Our Kind of Traitor,young oxford academic attorney girlfriend holiday antigua bump russian millionaire own peninsula diamond watch want game tennis want propel lover tortuous journey city london unholy alliance britain s intelligence establishment paris alp,Thriller,basedonnovel womandirector,EwanMcGregor StellanSkarsgård DamianLewis,StudioCanal Film4 AntonCapitalEntertainment(ACE) TheInkFactory PotboilerProductions AmazonPrimeInstantVideo,2016-05-05,6.0,160,108.0,en,10.547959,SusannaWhite,young oxford academic attorney girlfriend holiday antigua bump russian millionaire own peninsula diamond watch want game tennis want propel lover tortuous journey city london unholy alliance britain s intelligence establishment paris alp Thriller basedonnovel womandirector EwanMcGregor StellanSkarsgård DamianLewis SusannaWhite StudioCanal Film4 AntonCapitalEntertainment(ACE) TheInkFactory PotboilerProductions AmazonPrimeInstantVideo
10878,Saving Silverman,pair buddy conspire save good friend marry wrong woman cold hearted beauty snatch break neil diamond cover band,Comedy Crime Romance,femalenudity harassment malefriendship darkcomedy directorcameo duringcreditsstinger,JasonBiggs SteveZahn JackBlack,VillageRoadshowPictures NPVEntertainment ColumbiaPicturesCorporation,2001-02-09,5.4,154,90.0,en,12.887673,DennisDugan,pair buddy conspire save good friend marry wrong woman cold hearted beauty snatch break neil diamond cover band Comedy Crime Romance femalenudity harassment malefriendship darkcomedy directorcameo duringcreditsstinger JasonBiggs SteveZahn JackBlack DennisDugan VillageRoadshowPictures NPVEntertainment ColumbiaPicturesCorporation
82650,Diary of a Wimpy Kid: Dog Days,school greg ready day summer plan wrong earth go summer,Comedy Family,bestfriend sweetsixteen duringcreditsstinger,ZacharyGordon RobertCapron DevonBostick,Fox2000Pictures,2012-08-02,6.0,223,94.0,en,13.410919,DavidBowers,school greg ready day summer plan wrong earth go summer Comedy Family bestfriend sweetsixteen duringcreditsstinger ZacharyGordon RobertCapron DevonBostick DavidBowers Fox2000Pictures
10279,Summer of Sam,spike lee s son sam murder new york city summer center resident italian american south bronx neighborhood live fear distrust,Thriller Drama Crime Romance,distrust intolerance punkrock italianamerican summer bigotry bronx,JohnLeguizamo AdrienBrody MiraSorvino,40Acres&AMuleFilmworks TouchstonePictures,1999-07-02,6.3,112,142.0,en,3.70789,SpikeLee,spike lee s son sam murder new york city summer center resident italian american south bronx neighborhood live fear distrust Thriller Drama Crime Romance distrust intolerance punkrock italianamerican summer bigotry bronx JohnLeguizamo AdrienBrody MiraSorvino SpikeLee 40Acres&AMuleFilmworks TouchstonePictures
2294,Jay and Silent Bob Strike Back,jay silent bob learn comic book alter ego bluntman chronic sell hollywood big screen movie leave royalty pair travel tinseltown sabotage production,Comedy,filmmaking jayandsilentbob selfmocking characterissubjectofcomic referencetoprincevaliant indianajonesspoofscene monkeyactor viewaskew gigantichand animalexperimentation,KevinSmith JasonMewes BenAffleck,DimensionFilms ViewAskewProductions Miramax,2001-08-22,6.4,480,104.0,en,21.865021,KevinSmith,jay silent bob learn comic book alter ego bluntman chronic sell hollywood big screen movie leave royalty pair travel tinseltown sabotage production Comedy filmmaking jayandsilentbob selfmocking characterissubjectofcomic referencetoprincevaliant indianajonesspoofscene monkeyactor viewaskew gigantichand animalexperimentation KevinSmith JasonMewes BenAffleck KevinSmith DimensionFilms ViewAskewProductions Miramax
2176,The Glass House,parent ruby young brother rhett kill car crash parent good friend erin terry glass guardian child hear promise world opulence california fun glass gate house long ruby suspect erin terry ideal guardian,Drama Thriller,california brothersisterrelationship lossofparents suspense psychologicalthriller orphan caraccident,LeeleeSobieski DianeLane StellanSkarsgård,OriginalFilm,2001-09-14,5.4,201,106.0,en,9.448517,DanielSackheim,parent ruby young brother rhett kill car crash parent good friend erin terry glass guardian child hear promise world opulence california fun glass gate house long ruby suspect erin terry ideal guardian Drama Thriller california brothersisterrelationship lossofparents suspense psychologicalthriller orphan caraccident LeeleeSobieski DianeLane StellanSkarsgård DanielSackheim OriginalFilm
270487,"Hail, Caesar!",tell comedic tale eddie mannix fixer work hollywood studio s story find work star mysteriously disappear middle film,Comedy Drama Mystery,journalist cat ransom kidnapping ancientrome movieinmovie hollywood perioddrama,JoshBrolin GeorgeClooney AldenEhrenreich,UniversalPictures MikeZossProductions WorkingTitleFilms,2016-02-05,5.7,1309,106.0,en,39.006187,JoelCoen,tell comedic tale eddie mannix fixer work hollywood studio s story find work star mysteriously disappear middle film Comedy Drama Mystery journalist cat ransom kidnapping ancientrome movieinmovie hollywood perioddrama JoshBrolin GeorgeClooney AldenEhrenreich JoelCoen UniversalPictures MikeZossProductions WorkingTitleFilms
19366,Josie and the Pussycats,josie melody val small town girl musician determined rock band garage straight remain true look style sound record deal bring fame fortune soon realize pawn people want control youth america clear name mean lose fame fortune,Comedy Music,manager pop secret smalltown garage musician music friendship industry fame conspiracy subliminal  rockband culture womandirector messages fortune recorddeal popular pawns,RachaelLeighCook RosarioDawson TaraReid,UniversalPictures MarcPlattProductions Metro-Goldwyn-Mayer(MGM) RiverdaleProductions,2001-04-06,5.3,72,98.0,en,6.404571,DeborahKaplan,josie melody val small town girl musician determined rock band garage straight remain true look style sound record deal bring fame fortune soon realize pawn people want control youth america clear name mean lose fame fortune Comedy Music manager pop secret smalltown garage musician music friendship industry fame conspiracy subliminal  rockband culture womandirector messages fortune recorddeal popular pawns RachaelLeighCook RosarioDawson TaraReid DeborahKaplan UniversalPictures MarcPlattProductions Metro-Goldwyn-Mayer(MGM) RiverdaleProductions
204082,Homefront,phil broker dea agent go crisis action biker gang go horribly wrong cost life boss son recently widow leave year old daughter maddy decide quit turbulent demand life thrill maddy s sake retire small town daughter fight boy bully school set motion round event end direct confrontation local meth drug lord past history biker gang enter arena make matter complex mission mind protect daughter ready pay cost demand,Action Thriller,basedonnovel drugdealer ex-cop ruralsetting undercovercop methamphetamine motorcyclegang drug revengemotive fatherdaughterrelationship lousianabayou,JasonStatham JamesFranco IzabelaVidovic,MillenniumFilms OpenRoadFilms,2013-11-27,6.4,875,100.0,en,35.737655,GaryFleder,phil broker dea agent go crisis action biker gang go horribly wrong cost life boss son recently widow leave year old daughter maddy decide quit turbulent demand life thrill maddy s sake retire small town daughter fight boy bully school set motion round event end direct confrontation local meth drug lord past history biker gang enter arena make matter complex mission mind protect daughter ready pay cost demand Action Thriller basedonnovel drugdealer ex-cop ruralsetting undercovercop methamphetamine motorcyclegang drug revengemotive fatherdaughterrelationship lousianabayou JasonStatham JamesFranco IzabelaVidovic GaryFleder MillenniumFilms OpenRoadFilms
24100,The Little Vampire,base popular book story tell tony want friend add adventure life get rudolph vampire kid good appetite end inseparable fun cut short hope vampire race go forever single night tony s access daytime world help find ve want,Family Horror,basedonnovel vampire bite independentfilm fangvamp,RichardE.Grant JonathanLipnicki JimCarter,NewLineCinema,2000-10-27,6.1,77,95.0,en,4.365196,UliEdel,base popular book story tell tony want friend add adventure life get rudolph vampire kid good appetite end inseparable fun cut short hope vampire race go forever single night tony s access daytime world help find ve want Family Horror basedonnovel vampire bite independentfilm fangvamp RichardE.Grant JonathanLipnicki JimCarter UliEdel NewLineCinema
1599,I Heart Huckabees,husband wife team play detective traditional sense instead happy duo help solve existential issue kind night wonder mean,Comedy Romance,sex detective jealousy humor protest wife celebrity rivalry independentfilm religion universe anger nature husband existentialism enviroment issues,JasonSchwartzman DustinHoffman LilyTomlin,FoxSearchlightPictures ScottRudinProductions QwertyFilms N1EuropeanFilmProduktionsGmbH&Co.KG Kanzeon Huckabee's,2004-09-10,6.2,239,106.0,en,14.925633,DavidO.Russell,husband wife team play detective traditional sense instead happy duo help solve existential issue kind night wonder mean Comedy Romance sex detective jealousy humor protest wife celebrity rivalry independentfilm religion universe anger nature husband existentialism enviroment issues JasonSchwartzman DustinHoffman LilyTomlin DavidO.Russell FoxSearchlightPictures ScottRudinProductions QwertyFilms N1EuropeanFilmProduktionsGmbH&Co.KG Kanzeon Huckabee's
5550,RoboCop 3,mega corporation omni consumer product bent create pet project delta city replace rot city detroit unfortunately inhabitant area intention abandon home simply desire company end ocp decide force leave employ ruthless mercenary army attack harass underground resistance begin fight robocop decide loyalty lie,Action Adventure Crime ScienceFiction Thriller,cyborg dystopia police sequel cyberpunk policeman robocop,RobertJohnBurke NancyAllen MarioMachado,OrionPictures,1993-04-17,4.2,305,104.0,en,14.725467,FredDekker,mega corporation omni consumer product bent create pet project delta city replace rot city detroit unfortunately inhabitant area intention abandon home simply desire company end ocp decide force leave employ ruthless mercenary army attack harass underground resistance begin fight robocop decide loyalty lie Action Adventure Crime ScienceFiction Thriller cyborg dystopia police sequel cyberpunk policeman robocop RobertJohnBurke NancyAllen MarioMachado FredDekker OrionPictures
30379,Megiddo: The Omega Code 2,stone antichrist president european union use seat power dissolve united nations create world government call world union,Action ScienceFiction Thriller,dystopia,MichaelYork MichaelBiehn DianeVenora,InfinityOmnimedia TBNFilms,2001-09-07,3.6,8,104.0,en,0.809588,BrianTrenchard-Smith,stone antichrist president european union use seat power dissolve united nations create world government call world union Action ScienceFiction Thriller dystopia MichaelYork MichaelBiehn DianeVenora BrianTrenchard-Smith InfinityOmnimedia TBNFilms
42586,Darling Lili,set paris world war lili smith schmidt german spy request cover help germany war try find plan uncle wish fulfill operation colleague believe capable perform operation british soon find follow major william larrabee s spend time think uncle realise s love lili face thing amp people come true fate,Drama Comedy Thriller Music Romance,spy uncle,JulieAndrews RockHudson JeremyKemp,ParamountPictures GeoffreyProductions,1970-01-01,4.9,8,107.0,en,0.816883,BlakeEdwards,set paris world war lili smith schmidt german spy request cover help germany war try find plan uncle wish fulfill operation colleague believe capable perform operation british soon find follow major william larrabee s spend time think uncle realise s love lili face thing amp people come true fate Drama Comedy Thriller Music Romance spy uncle JulieAndrews RockHudson JeremyKemp BlakeEdwards ParamountPictures GeoffreyProductions
17709,Dudley Do-Right,base s era cartoon royal canadian mountie dudley right busy keep peace small mountain town old rival snidely whiplash come plot buy property town start phony gold rush seed river gold nugget mean completely incompetent mountie stop whiplash s evil plan,Comedy Family Romance,basedoncartoon mountie,BrendanFraser SarahJessicaParker AlfredMolina,UniversalPictures JosephM.SingerEntertainment DavisEntertainment,1999-08-27,3.8,48,77.0,en,8.792054,HughWilson,base s era cartoon royal canadian mountie dudley right busy keep peace small mountain town old rival snidely whiplash come plot buy property town start phony gold rush seed river gold nugget mean completely incompetent mountie stop whiplash s evil plan Comedy Family Romance basedoncartoon mountie BrendanFraser SarahJessicaParker AlfredMolina HughWilson UniversalPictures JosephM.SingerEntertainment DavisEntertainment
